id|video_path|caption
11|/media/wtheisen/scratch2/telegram_video/romanov_92/12/post_12_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩВ Приморье автомобильный мост обрушился прямо перед автомобилем. Это уже третий мост, который обрушился в регионе за последнее время.#СМЕРЧ
12|/media/wtheisen/scratch2/telegram_video/romanov_92/412/post_412_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩВ Екатеринбурге парню снизили оценку за диплом на один балл, внимание... за не презентабельный внешний вид! Знания? Н///й!Доброе утро!@romanov_92
13|/media/wtheisen/scratch2/telegram_video/romanov_92/266/post_266_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩСевастопольская чайка
14|/media/wtheisen/scratch2/telegram_video/romanov_92/423/post_423_video.mp4|"Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩВот такой ""контент"" снимает дилдо-токер, который задал вопрос Президенту о блокировке социальных сетей. Понятие ""дно"" в очередной раз заиграло новыми красками...(18+!)@romanov_92"
15|/media/wtheisen/scratch2/telegram_video/romanov_92/106/post_106_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩПервое задержание в Севастополе. Допизделся упырь
16|/media/wtheisen/scratch2/telegram_video/romanov_92/425/post_425_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩ@romanov_92
17|/media/wtheisen/scratch2/telegram_video/romanov_92/436/post_436_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩПассажиру самолета Москва - Анталия стало очень жарко, поэтому он не нашел ничего лучше, чем открыть аварийный выход.@romanov_92
18|/media/wtheisen/scratch2/telegram_video/romanov_92/481/post_481_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩПоследние кадры разбившегося Бе-200. Парни были лихачами.@romanov_92
19|/media/wtheisen/scratch2/telegram_video/romanov_92/361/post_361_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩМедведь по дороге из г. Курильска в Горячие Ключи (о. Итуруп).Подрал двух коров. Уже застрелили./видео - Романов. 17.05.2021 @romanov_92
20|/media/wtheisen/scratch2/telegram_video/romanov_92/407/post_407_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩАдминка ТГ-канала Р И А 8 2 осуществляет контроль за не прошедшими вакцинацию.А что? Пошьем инициаторам форму специальную. Мышинного цвета. Приталенную. Нагайки выдадим. Бляху красивую блестящую повесим. Белую повязочку на рукав тоже дадим. Ну и назначим их контролирующими за передвижениями не привитых людей. Уверен, они оправдают оказанное доверие!@romanov_92
21|/media/wtheisen/scratch2/telegram_video/romanov_92/401/post_401_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩПосле дождичка в четверг (с)@romanov_92
22|/media/wtheisen/scratch2/telegram_video/romanov_92/486/post_486_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩБорт принадлежал не МЧС - Бе-200 Морской авиации ВМФ России.Данный борт был принят в состав МА ВМФ только в начале 2020 года. Летом прошлого года участвовал в главном военно-морском параде в Санкт-Петербурге.
23|/media/wtheisen/scratch2/telegram_video/romanov_92/445/post_445_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩСевастополь. Идёт подготовка к параду, которого не будет.@romanov_92
24|/media/wtheisen/scratch2/telegram_video/romanov_92/389/post_389_video.mp4|"Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩГубернатор Севастополя Михаил Развозжаев и Губернатор Волгоградской области Андрй Бочаров подписали на ""полях"" Петербургского международного экономического форума соглашение о сотрудничестве.На#уя?Ответ прост: ИБД и галочка. В этом вся суть чиновника такого ранга (не всякого, но большинства) - с пафосным видом подписывать ничего не значащие и не к чему не обязывающие бумажки, о которых при этом можно заявлять с таким видом, что вот прямо поступок достойный гос. награды. Считай за командировочные уже отстрелялся. Молодец. Теперь осталось подписать такое же соглашение между губернатором и жителями Севастополя. Обещаю - пяр в этом случае будет на всю Россию.@romanov_92"
25|/media/wtheisen/scratch2/telegram_video/romanov_92/13/post_13_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩ📹Выбили страйк котомОтличный пример подают ребенку👍📃 ПОЖЁСТЧЕ
26|/media/wtheisen/scratch2/telegram_video/romanov_92/64/post_64_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩВ московской больнице образовалась очередь из скорой и пациентов. В больнице им Демихова почти 60 скорых одновременно стоят в очереди — оформлять пациентов. Обычно процедура занимает минут 15, но сейчас явный аврал.Несколько часов люди стоят в темном коридоре и ждут очереди, врачи без костюмов, маски низкого класса защиты — а у кого-то из привезенных пациентов пневмония, а у кого-то и подтвержденная корона.
27|/media/wtheisen/scratch2/telegram_video/romanov_92/484/post_484_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩБорт принадлежал не МЧС - Бе-200 Морской авиации ВМФ России.Данный борт был принят в состав МА ВМФ только в начале 2020 года. Летом прошлого года участвовал в главном военно-морском параде в Санкт-Петербурге.
28|/media/wtheisen/scratch2/telegram_video/romanov_92/35/post_35_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩЗакладочка на будущее (уже не такое далёкое)
29|/media/wtheisen/scratch2/telegram_video/romanov_92/197/post_197_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩХомячки, идеализирующие своего гульфика, совсем забыли про его совсем недавнее прошлое. Имидж можно поменять - сущность нет.@romanov_92
30|/media/wtheisen/scratch2/telegram_video/romanov_92/439/post_439_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩШо там у х///ов?В Одессе суетологи (из наших южных республик?) сегодня днём отметили свадьбу, словно они находились в Масквабаде. Сначала они постреляли из автомата воздух, а потом от души подрифтилил.Местные полицаи не оставили это без внимания и подключились к торжествам уже в своём стиле.Последний ролик - извинения пассажира, который открыл стрельбу в Одессе. (Извините за пост, дон). Ситуация стала ещё смешнее, когда оказалось, что он украинец, который косил под чеченца.@romanov_92
31|/media/wtheisen/scratch2/telegram_video/romanov_92/282/post_282_video.mp4|"Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩ""Иди сюда м*азъ"" (с)Сына Жириновского избили в московском аэропортуИнцидент произошел во «Внуково» вечером 12 апреля.Младший сын лидера ЛДПР Владимира Жириновского Олег Эйдельштейн пострадал в результате нападения в московском аэропорту «Внуково». Об этом сообщает «МК» со ссылкой на Телеграм-канал Baza.Инцидент произошел поздно вечером 12 апреля, когда внебрачный сын политика прилетел в Москву из Владикавказа. На том же самолете в столицу приехал и сын отправленного в отставку главы Северной Осетии Вячеслава Битарова. По данным издания, во «Внуково» у Битарова-младшего произошел конфликт с сыном Жириновского, в ходе которого первый избил второго.Отмечается, что Эйдельштейн уже пожаловался на обидчика в полицию. По некоторым данным, причиной конфликта мог стать политический спор.Ранее, как отмечено на сайте ТАСС, в интервью лидер ЛДПР Владимир Жириновский признавал, что у него еще есть внебрачные дети: дочь — Анастасия Петрова, сын — Олег Газдаров (Эйдельштейн)./по материалу РосБалта@romanov_92"
32|/media/wtheisen/scratch2/telegram_video/romanov_92/427/post_427_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩВидео с места крушения Ан-26 на Камчатке. Судя во всему, самолёт врезался в прибрежную скалу. Видео №2: Посадка на Палане, недалеко от которого разбился Ан-26, не из лёгких — около полосы находится та самая сопка, в которую сегодня врезался самолёт.Источник: @bazabazon@romanov_92
33|/media/wtheisen/scratch2/telegram_video/romanov_92/396/post_396_video.mp4|"Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩВ общем сейчас будет аморалка. Очень НЕ РЕКОМЕНДУЮ смотреть данное видео. Но оно нужно, чтобы понять всю ""пикантность"" ситуации.Фабула: ""Блогера"" Хованского опредилили на 2 месяца на СИЗО. Ему вменяется ст. 205.2 УК РФ.Скажите, причем тут видео?@romanov_92"
34|/media/wtheisen/scratch2/telegram_video/romanov_92/405/post_405_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩОгурчик! Бодренький! Вот что КГБ животворящее делает! Подождите, будет ещё на их ТВ блистать на уровне нашего Киселёва!@romanov_92
35|/media/wtheisen/scratch2/telegram_video/romanov_92/491/post_491_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩУральский журналист и телеведущий Иннокентий Шеремет обьявил о закрытии своего проекта ТАУ 9/2 и обвинил в этом Путина, который, по его словам, пустил высокоскоростной интернет в Россию.Жаль. Авторская подача роликов на Ютюбе у него была просто бомбическая. @romanov_92
36|/media/wtheisen/scratch2/telegram_video/romanov_92/443/post_443_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩСевастополь. Идёт подготовка к параду, которого не будет.@romanov_92
37|/media/wtheisen/scratch2/telegram_video/romanov_92/363/post_363_video.mp4|"Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩВот это чудо опять в ЗС собралось.Чем знаменит? Качал против проекта Министерства обороны Российской Федерации ""Филиал Парка Патриот у горы Гасфорта"" (3 ярда инвестиций заявили МО и ещё 3 МинКульт). Почему качал против? На землю, где МО предлагало разместить Парк имеет виды БРУ с проектом элитного коттеджного посёлка ""Балаклава Грин"". Конечный интересант - украинский олигарх Новинский. Кореш Чалова. Кстати последний потом появился на инвестиционном форуме в Сочи как-раз с этим проектом ""Балаклава Грин"". Как итог - МО отказалось от проекта, раскидав по городу пару мелких объектов - чисто для виду и что бы не потерять лицо.Вот такое вот чудо опять рвется за ксивой...@romanov_92"
38|/media/wtheisen/scratch2/telegram_video/romanov_92/195/post_195_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩ
39|/media/wtheisen/scratch2/telegram_video/romanov_92/408/post_408_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩТеперь я знаю как правильно относиться к обещаниями не цепляться за власть и не повышать пенсионный возраст.@romanov_92
40|/media/wtheisen/scratch2/telegram_video/romanov_92/79/post_79_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩ
41|/media/wtheisen/scratch2/telegram_video/romanov_92/485/post_485_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩБорт принадлежал не МЧС - Бе-200 Морской авиации ВМФ России.Данный борт был принят в состав МА ВМФ только в начале 2020 года. Летом прошлого года участвовал в главном военно-морском параде в Санкт-Петербурге.
42|/media/wtheisen/scratch2/telegram_video/romanov_92/118/post_118_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩБолеет конечно за дело Наталья Романькова — заведующая подстанцией московской скорой помощи, но нам такой руководитель в Севастополе не нужен. У нас уже есть и просто святые!
43|/media/wtheisen/scratch2/telegram_video/romanov_92/441/post_441_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩШо там у х///ов?В Одессе суетологи (из наших южных республик?) сегодня днём отметили свадьбу, словно они находились в Масквабаде. Сначала они постреляли из автомата воздух, а потом от души подрифтилил.Местные полицаи не оставили это без внимания и подключились к торжествам уже в своём стиле.Последний ролик - извинения пассажира, который открыл стрельбу в Одессе. (Извините за пост, дон). Ситуация стала ещё смешнее, когда оказалось, что он украинец, который косил под чеченца.@romanov_92
44|/media/wtheisen/scratch2/telegram_video/romanov_92/355/post_355_video.mp4|"Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩФеерический долбо#б ""минирует"" по телефону аэропорт в Якутии.Жаждал 96 единиц и вертушку...— Ну и в каком самолёте бомба заложена? — В белом! — В каком белом? — Мне сказать, чтобы вы её разминировали? Виде взято из ТГ-канала BAZA:https://t.me/bazabazon@romanov_92"
45|/media/wtheisen/scratch2/telegram_video/romanov_92/349/post_349_video.mp4|"Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩРамзан Ахматович Кадыров о Хабибе Абдулманаповиче Нурмагомедове. ""Если он не проект, то я никогда не видел, чтобы наш брат Хабиб выступал с флагом Российской Федерации или Дагестана, или не знаю ещё, как там...""@romanov_92"
46|/media/wtheisen/scratch2/telegram_video/romanov_92/289/post_289_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩИсключив из основной деятельности конкурсные процедуры, Развожаев понизил до статуса  «статист» самого коррупционного и скандального медзаказчика ГБУЗ С «МИАЦ», через которого, как горячие пирожки, расходились госзаказы от закупок антисептиков до проектно-строительных подрядов. Поговаривают, что «билет» победителя конкурсных процедур можно было приобрести от 10 до 40% от стоимости выигранного контракта. За своё 6-ти летнее существование «закупочная» контора заключила контрактов почти на 5,8 млрд.руб, а сумма исковых судебных требований к организации со стороны исполнителей приближается к 41 млн.руб.Недавние аресты чиновников, которые состояли в «контрактной связке» дали определенные результаты и скорее всего история деятельности МИАЦа будет разворачиваться с новой и не менее интересной силой.
47|/media/wtheisen/scratch2/telegram_video/romanov_92/442/post_442_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩШо там у х///ов?В Одессе суетологи (из наших южных республик?) сегодня днём отметили свадьбу, словно они находились в Масквабаде. Сначала они постреляли из автомата воздух, а потом от души подрифтилил.Местные полицаи не оставили это без внимания и подключились к торжествам уже в своём стиле.Последний ролик - извинения пассажира, который открыл стрельбу в Одессе. (Извините за пост, дон). Ситуация стала ещё смешнее, когда оказалось, что он украинец, который косил под чеченца.@romanov_92
48|/media/wtheisen/scratch2/telegram_video/romanov_92/478/post_478_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩТурция уже традиционно становится территорией смерти для наших военных пилотов.В Турции во время тушения лесных пожаров разбился Российский самолёт Бе-200 (МО РФ). На борту находилось семь человек.Шесть из семи членов экипажа самолёта — россияне. @romanov_92
49|/media/wtheisen/scratch2/telegram_video/romanov_92/392/post_392_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩСиндром вялого магазина
50|/media/wtheisen/scratch2/telegram_video/romanov_92/75/post_75_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩВ Кокшетау был дикий ураган и местный житель случайно заснял нечто эпичное: как у хрущобы сносит крышу...Предварительно, пострадавших нет.
51|/media/wtheisen/scratch2/telegram_video/romanov_92/466/post_466_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩСимферополь. Сторонник Единой России выражает радость от того, что теперь голосовать можно дистанционно. @romanov_92
52|/media/wtheisen/scratch2/telegram_video/romanov_92/435/post_435_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩВ Перми сотрудники ГИБДД остановили пьяного депутата Госдумы и члена партии ЕДИНАЯ РОССИЯ Алексея Бурнашова. Как и полагается слугам народа, он включил царя, оскорблял и угрожал сотрудникам. Других депутатов у меня для Вас нет.@romanov_92
53|/media/wtheisen/scratch2/telegram_video/romanov_92/482/post_482_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩПоследние кадры разбившегося Бе-200. Парни были лихачами.@romanov_92
54|/media/wtheisen/scratch2/telegram_video/romanov_92/73/post_73_video.mp4|"Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩА это — Засратов. И пока действует ""нерабочая неделя"", жители устали сходить дома с ума, и решили устроить шашлыки и танцы под Макарэну. А что делать? Все устали..."
55|/media/wtheisen/scratch2/telegram_video/romanov_92/440/post_440_video.mp4|Romanov Лайт ]ࣩࣩࣩࣩ࣯ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩШо там у х///ов?В Одессе суетологи (из наших южных республик?) сегодня днём отметили свадьбу, словно они находились в Масквабаде. Сначала они постреляли из автомата воздух, а потом от души подрифтилил.Местные полицаи не оставили это без внимания и подключились к торжествам уже в своём стиле.Последний ролик - извинения пассажира, который открыл стрельбу в Одессе. (Извините за пост, дон). Ситуация стала ещё смешнее, когда оказалось, что он украинец, который косил под чеченца.@romanov_92
